state,year,value
West Bengal,2020-21,871733.0
Lakshadweep,2020-21,
Rajasthan,2021-22,2003474.0
Sikkim,2021-22,25424.0
Tamil Nadu,2021-22,3785176.0
Telangana,2021-22,1724823.0
Tripura,2021-22,6565.0
Uttar Pradesh,2021-22,2313780.0
Uttarakhand,2021-22,481968.0
West Bengal,2021-22,1095111.0
Lakshadweep,2021-22,
Rajasthan,2022-23,2758511.0
Sikkim,2022-23,21200.0
Tamil Nadu,2022-23,6063716.0
Telangana,2022-23,1941703.0
Tripura,2022-23,6669.0
Uttar Pradesh,2022-23,3767974.0
Uttarakhand,2022-23,776572.0
West Bengal,2022-23,1791892.0
Lakshadweep,2022-23,
Rajasthan,2023-24,3592869.0
Sikkim,2023-24,31816.0
Tamil Nadu,2023-24,6986044.0
Telangana,2023-24,2043657.0
Tripura,2023-24,9446.0
Uttar Pradesh,2023-24,4340265.0
Uttarakhand,2023-24,597968.0
West Bengal,2023-24,1939104.0
Lakshadweep,2023-24,0.0
